,0
2021-12-14,76.92407290745689
2021-12-15,77.92530889790952
2021-12-16,78.66972215884573
2021-12-17,79.31107369899723
2021-12-18,79.86245616434142
2021-12-19,80.37580344819985
2021-12-20,80.84805427360685
